2,F,Britta,Crimea,Industrial,74,0,8,66,yes,Nordic,Patriotic,55,0,0,55,,Rusviet,Mechanical,49,0,9,40,,1,3,Scuri,viamer,,,,,,,
3,A,Nevic,Nordic,Industrial,36,0,16,20,,Togawa,Patriotic,57,0,14,43,yes,Albion,Mechanical,45,0,0,45,yes,2,3,truebroyeti,JoyDivision,,,,,,,
3,A,truebroyeti,Togawa,Patriotic,66.5,0,14,52.5,yes,Albion,Mechanical,34,0,0,34,,Nordic,Industrial,59,0,16,43,,1,3,Nevic,JoyDivision,,,,,,,
3,A,JoyDivision,Albion,Mechanical,52,0,0,52,,Nordic,Industrial,54,0,16,38,,Togawa,Patriotic,58,0,14,44,,0,3,Nevic,truebroyeti,,,,,,,
3,B,dAy,Crimea,Engineering,21,0,0,21,,Polania,Industrial,37,0,3,34,,Rusviet,Agricultural,61,0,3,58,yes,1,3,bbScythe,tomeleoon,,,,,,,
3,B,bbScythe,Rusviet,Agricultural,50,0,3,47,,Crimea,Engineering,62,0,0,62,yes,Polania,Industrial,50,0,3,47,,1,3,dAy,tomeleoon,,,,,,,
3,B,tomeleoon,Polania,Industrial,59,0,3,56,yes,Rusviet,Agricultural,21,0,3,18,,Crimea,Engineering,42,0,0,42,,1,3,dAy,bbScythe,,,,,,,
3,C,nobadinohz,Albion,Engineering,73,0,0,73,yes,Crimea,Industrial,58,0,24,34,,Saxony,Agricultural,64,0,9,55,,1,3,releasethecralkin,Hugu,,,,,,,
3,C,releasethecralkin,Saxony,Agricultural,46,0,9,37,,Albion,Engineering,66,0,0,66,yes,Crimea,Industrial,87,0,24,63,yes,2,3,nobadinohz,Hugu,,,,,,,
3,C,Hugu,Crimea,Industrial,52,0,24,28,,Saxony,Agricultural,42,0,9,33,,Albion,Engineering,44,0,0,44,,0,3,nobadinohz,releasethecralkin,,,,,,,
3,D,ninjew,Togawa,Militant,44,0,0,44,,Crimea,Agricultural,47,0,6,41,,Polania,Engineering,53,0,11,42,,0,3,Grishous,viamer,,,,,,,
3,D,Grishous,Polania,Engineering,52,0,11,41,,Togawa,Militant,63,0,0,63,yes,Crimea,Agricultural,50,0,6,44,yes,2,3,ninjew,viamer,,,,,,,
3,D,viamer,Crimea,Agricultural,61,0,6,55,yes,Polania,Engineering,47,0,11,36,,Togawa,Militant,38,0,0,38,,1,3,ninjew,Grishous,,,,,,,
3,E,FOMOF,Rusviet,Engineering,53,0,0,53,yes,Crimea,Industrial,40,0,0,40,,Polania,Innovative,63,0,8,55,,1,3,poserLX,Qianpou,,,,,,,
3,E,poserLX,Polania,Innovative,43,0,8,35,,Rusviet,Engineering,50,0,0,50,yes,Crimea,Industrial,48,0,0,48,,1,3,FOMOF,Qianpou,,,,,,,
3,E,Qianpou,Crimea,Industrial,44,0,0,44,,Polania,Innovative,40,0,8,32,,Rusviet,Engineering,60,0,0,60,yes,1,3,FOMOF,poserLX,,,,,,,
3,F,fllyingmustang,Nordic,Mechanical,46,,0,46,,Crimea,Agricultural,68,,2,66,,Polania,Patriotic,61,,6,55,,0,3,Scuri,Britta,,,,,,,
3,F,Scuri,Crimea,Agricultural,83,,2,81,yes,Polania,Patriotic,39,,6,33,,Nordic,Mechanical,26,,0,26,,1,3,fllyingmustang,Britta,,,,,,,
3,F,Britta,Polania,Patriotic,46,,6,40,,Nordic,Mechanical,84,,0,84,yes,Crimea,Agricultural,78,,2,76,yes,2,3,fllyingmustang,Scuri,,,,,,,
4,A,truebroyeti,Nordic,Engineering,62,5,7,50,,Togawa,Mechanical,37,0,0,37,,Saxony,Agricultural,54,0,9,45,yes,1,3,dAy,Nevic,,,,,,,
4,A,dAy,Togawa,Mechanical,74,0,0,74,yes,Saxony,Agricultural,37,0,9,28,,Nordic,Engineering,31,0,7,24,,1,3,truebroyeti,Nevic,,,,,,,
4,A,Nevic,Saxony,Agricultural,63,0,9,54,,Nordic,Engineering,52,0,7,45,yes,Togawa,Mechanical,29,0,0,29,,1,3,truebroyeti,dAy,,,,,,,
4,B,Grishous,Togawa,Mechanical,35,0,0,35,,Saxony,Patriotic,44,0,19,25,,Polania,Agricultural,55,0,18,37,,0,3,tomeleoon,releasethecralkin,,,,,,,
4,B,tomeleoon,Saxony,Patriotic,38,0,19,19,,Polania,Agricultural,62,0,18,44,yes,Togawa,Mechanical,46,0,0,46,,1,3,Grishous,releasethecralkin,,,,,,,
4,B,releasethecralkin,Polania,Agricultural,72,0,18,54,yes,Togawa,Mechanical,39,0,0,39,,Saxony,Patriotic,67,0,19,48,yes,2,3,Grishous,tomeleoon,,,,,,,
4,C,JoyDivision,Albion,Innovative,73,0,7,66,yes,Nordic,Patriotic,79,0,0,79,yes,Rusviet,Militant,64,0,26,38,,2,3,nobadinohz,bbScythe,,,,,,,
4,C,nobadinohz,Nordic,Patriotic,59,0,0,59,,Rusviet,Militant,67,0,26,41,,Albion,Innovative,69,0,7,62,,0,3,JoyDivision,bbScythe,,,,,,,
4,C,bbScythe,Rusviet,Militant,72,0,26,46,,Albion,Innovative,62,0,7,55,,Nordic,Patriotic,67,0,0,67,yes,1,3,JoyDivision,nobadinohz,,,,,,,
4,D,viamer,Polania,Industrial,36,0,9,27,,Crimea,Engineering,50,0,8,42,,Nordic,Militant,34,,,34,,0,3,Qianpou,Britta,,,,,,,
4,D,Qianpou,Nordic,Militant,42,0,,42,,Polania,Industrial,60,0,9,51,yes,Crimea,Engineering,53,,8,45,yes,2,3,viamer,Britta,,,,,,,
4,D,Britta,Crimea,Engineering,53,0,8,45,yes,Nordic,Militant,43,0,,43,,Polania,Industrial,42,,9,33,,1,3,viamer,Qianpou,,,,,,,
4,E,poserLX,Nordic,Innovative,48,0,12,36,,Crimea,Agricultural,40,0,0,40,,Polania,Industrial,47,0,9,38,yes,1,3,Hugu,FOMOF,,,,,,,
4,E,Hugu,Polania,Industrial,29,0,9,20,,Nordic,Innovative,39,0,12,27,,Crimea,Agricultural,28,0,0,28,,0,3,poserLX,FOMOF,,,,,,,
4,E,FOMOF,Crimea,Agricultural,51,0,0,51,yes,Polania,Industrial,50,0,9,41,yes,Nordic,Innovative,37,0,12,25,,2,3,poserLX,Hugu,,,,,,,
4,F,fllyingmustang,Nordic,Innovative,51,0,10,41,,Togawa,Patriotic,47,0,0,47,,Polania,Mechanical,62.5,0,4,58.5,yes,1,3,Scuri,ninjew,,,,,,,
4,F,Scuri,Polania,Mechanical,75,0,4,71,yes,Nordic,Innovative,60,0,4,56,yes,Togawa,Patriotic,58,0,0,58,,2,3,fllyingmustang,ninjew,,,,,,,
4,F,ninjew,Togawa,Patriotic,68,0,0,68,,Polania,Mechanical,53,0,10,43,,Nordic,Innovative,41,0,10,31,,0,3,fllyingmustang,Scuri,,,,,,,
Semifinal,A,dAy,Saxony,Mechanical,40,0,10,30,,Albion,Industrial,37,0,3,34,,,,,,,,,0,2,Qianpou,truebroyeti,,,,,,,
Semifinal,A,Qianpou,Albion,Industrial,27,0,3,24,,Nordic,Agricultural,42,0,0,42,,,,,,,,,0,2,dAy,truebroyeti,,,,,,,
Semifinal,A,truebroyeti,Nordic,Agricultural,61,0,0,61,yes,Saxony,Mechanical,55,0,10,45,yes,,,,,,,,2,2,dAy,Qianpou,,,,,,,
Semifinal,B,tomeleoon,Nordic,Patriotic,24,0,2,22,,Crimea,Industrial,48,0,7,41,,,,,,,,,0,2,Nevic,bbScythe,,,,,,,
Semifinal,B,Nevic,Crimea,Industrial,61,0,7,54,yes,Polania,Engineering,52,0,0,52,yes,,,,,,,,2,2,tomeleoon,bbScythe,,,,,,,
Semifinal,B,bbScythe,Polania,Engineering,42,0,0,42,,Nordic,Patriotic,49,0,2,47,,,,,,,,,0,2,tomeleoon,Nevic,,,,,,,
Semifinal,C,releasethecralkin,Saxony,Industrial,54,,9,45,,Polania,Engineering,61,,4,57,yes,Crimea,Agricultural,26,0,0,26,,1,3,JoyDivision,FOMOF,Polania,Innovative,51,0,23,28,
Semifinal,C,JoyDivision,Polania,Engineering,62,,4,58,yes,Crimea,Agricultural,45,,0,45,,Saxony,Industrial,38,0,9,29,,1,3,releasethecralkin,FOMOF,Rusviet,Patriotic,69,0,17,52,yes
Semifinal,C,FOMOF,Crimea,Agricultural,47,,0,47,,Saxony,Industrial,39,,9,30,,Polania,Engineering,51,0,4,47,yes,1,3,releasethecralkin,JoyDivision,Nordic,Engineering,39,0,0,39,
Final,A,JoyDivision,Crimea,Engineering,35,0,7,28,,Polania,Agricultural,47,0,0,47,yes,Rusviet,Patriotic,38,,7,31,,1,3,truebroyeti,Nevic,Polania,Industrial,59,0,24,35,yes
Final,A,truebroyeti,Polania,Agricultural,33,0,0,33,yes,Rusviet,Patriotic,24,0,7,17,,Crimea,Engineering,46,,7,39,,1,3,JoyDivision,Nevic,Albion,Agricultural,30,0,0,30,
Final,A,Nevic,Rusviet,Patriotic,34,0,7,27,,Crimea,Engineering,49,0,7,42,,Polania,Agricultural,65,,0,65,yes,1,3,JoyDivision,truebroyeti,Togawa,Patriotic,41,0,13,28,
